,Importance
PLAT,0.024737567
SURF6,0.02473703
BRD9,0.024736917
UBXN7,0.024735574
FYCO1,0.024735091
DHRS3,0.024735047
SLC16A2,0.02473421
ZNF527,0.024733819
TET1,0.024733637
ISCA1,0.024733553
PFDN1,0.024733534
DHX15,0.024733534
TAPBPL,0.024733076
ATG4D,0.024732731
MRPL16,0.024732372
GOSR2,0.024731986
MRPS5,0.024730781
CD6,0.024730692
RNF125,0.024729693
LIPT1,0.024729528
COPS3,0.024729086
CRTC1,0.024728712
CHUK,0.024728661
RARRES3,0.024728537
TEX264,0.02472827
CC2D1A,0.024728151
PDGFA,0.02472679
OMD,0.024726512
OGT,0.024725178
B4GALT4,0.024725031
AUTS2,0.024723891
ARFIP1,0.024723766
ZNF25,0.024723666
TSPAN7,0.0247233
ATP6V1A,0.024722721
SOCS2,0.02472197
PAQR8,0.02472163
SERPINA3,0.024721531
TTC23,0.024721421
KHDRBS3,0.024721274
ZNF829,0.024721183
IRF2,0.024720524
IFITM1,0.024719587
PLS1,0.024718758
ASB16,0.024718754
SGMS2,0.024715293
MASTL,0.024715029
PRH1-PRR4,0.024714582
IP6K2,0.0247129
C18orf21,0.024712719
XKRX,0.024712233
SVEP1,0.024711167
FNBP4,0.024710784
INTS7,0.024709977
SPTY2D1,0.024709692
PPP1R3B,0.024709506
RPL14,0.024709105
ZNF778,0.024708888
NICN1,0.024708785
EML1,0.024708308
FKBP1AP1,0.024708234
NIN,0.024708187
GNL3,0.024707315
RAB6B,0.0247072
LOC653653,0.024706842
ZNF175,0.024706412
C11orf30,0.024706123
IRGQ,0.024704816
BCL9,0.024704298
COL3A1,0.024704289
SLC2A12,0.024703864
MAP4K2,0.024703357
MYO9A,0.024702894
C4orf29,0.024702877
POLR3K,0.024702571
NRGN,0.024702275
STON2,0.024701836
SMARCAD1,0.02470163
C16orf62,0.024700174
GFM2,0.024699908
CD276,0.024699064
MCTP2,0.024698531
SKAP2,0.024698006
GTF3C6,0.024697421
PXN,0.024695983
SURF1,0.024695873
NXF1,0.0246937
SUV39H1,0.024692096
SUPT7L,0.024692068
FAT1,0.024691818
ZNF764,0.024691783
RBBP8,0.024690716
NAT1,0.024690665
ARMCX3,0.024690397
C10orf2,0.024689823
HNRNPD,0.024688136
ZNF169,0.024687886
INTS5,0.024687774
ZNF408,0.02468752
KDM2B,0.024686284
ZNF212,0.024686089
IGFBP3,0.024685357
SH3RF1,0.024684206
SUZ12,0.024684064
ABCA5,0.024683777
RECQL,0.024683503
PIM2,0.02468316
HDDC2,0.02468277
DPH3,0.024682702
CCDC39,0.024681292
LGALS8,0.024680855
SRP68,0.024680173
ZNF573,0.024679916
ENDOG,0.024679461
SLC35E1,0.02467858
CTNNAL1,0.024678553
PYROXD1,0.02467834
PPP1R15B,0.024677433
NUDT5,0.024677377
SPTAN1,0.02467724
ATP5S,0.02467576
ZNF584,0.024674984
DNAH2,0.024672981
TMEM116,0.024672875
CCNB2,0.024672009
RPL23A,0.02467196
ZNF266,0.02467166
CLPP,0.024671113
C1orf216,0.024670593
TRIM8,0.024670271
IFT88,0.024669968
ZFP3,0.024669286
MLANA,0.02466914
BTBD7,0.024668105
AP1M2,0.024666546
C6orf1,0.024665803
FRK,0.02466572
ARPC1B,0.024665108
ZNF629,0.024663923
DCTD,0.024663856
RUFY3,0.024663247
NBPF3,0.0246632
SNRPD2,0.024663119
GPR56,0.024662742
SSR3,0.024662556
SHMT1,0.024662377
PARP16,0.024661861
UBAP1,0.024661569
ZBTB6,0.024660856
CYP20A1,0.02466034
ATP6V1G1,0.024660217
CERCAM,0.024658928
SNORD7,0.024658827
ZNF718,0.024658417
LPIN3,0.02465791
HLF,0.024657367
CITED2,0.02465736
MAP3K12,0.024656156
RFTN1,0.02465605
RGS10,0.0246559
SAT2,0.024654618
GLUL,0.024654565
ACBD6,0.02465424
ITGBL1,0.024651682
CCDC104,0.024651408
OVOL2,0.0246512
GAPDHS,0.024650803
DPY30,0.024650332
NUAK1,0.024650298
GAL3ST4,0.024650218
ANKS3,0.024650218
CLK3,0.024649769
ROGDI,0.02464926
PAFAH1B1,0.024648925
IPPK,0.024648525
DTX4,0.024647957
TTC8,0.024647836
LOC654342,0.024645649
GALK1,0.024645343
STOX2,0.024644459
RILPL1,0.024644258
SLAIN2,0.02464343
SAMD5,0.024643192
NAALAD2,0.024643064
ZNF500,0.024642732
TNFRSF12A,0.024642533
FAM129A,0.02464214
EDNRA,0.024641953
TRIM28,0.024641529
CC2D2A,0.024640923
ZFP90,0.024640828
EDIL3,0.024640469
LYRM1,0.024640074
PLA2G6,0.024640026
DDX54,0.024639927
RPH3AL,0.024638807
WDR24,0.024638781
IL33,0.024638673
HLCS,0.02463838
RALBP1,0.024637908
APBB1,0.02463773
NUTF2,0.024637727
ITPR3,0.024636773
DRAM2,0.024636352
ZNF613,0.024633918
MBOAT1,0.024633298
HOXB2,0.02463315
TRIM41,0.024632562
MTO1,0.024631862
PRR5,0.024630336
LHPP,0.02462999
HTT,0.024629839
USO1,0.024629036
MFSD3,0.024629034
MALT1,0.024628833
TPMT,0.024628669
ZNF137P,0.024628667
CEP78,0.024627421
RNF2,0.024626952
RNF219,0.024626648
LSM14B,0.024626164
SDK1,0.024625769
RPL7A,0.024625035
SNHG11,0.024624787
LMO7,0.024623908
GTF2H3,0.024623731
PNMA1,0.024623027
EHF,0.024621716
MKL1,0.024621239
UHRF1BP1,0.024621006
ZFP91-CNTF,0.024620974
CHID1,0.024620257
TCIRG1,0.02462021
FAM149A,0.02462021
ZNF7,0.024619542
ZNF786,0.024619257
PRIM1,0.024618974
FAM69A,0.024618596
TGM2,0.02461822
SLC31A2,0.024618141
HSP90B1,0.024618076
ITGB6,0.024617976
TDG,0.024617177
CDKN1B,0.024616892
PPIC,0.024616681
TTYH3,0.024616158
LRP4,0.024615891
PIM3,0.024615766
PGM2,0.02461555
SPIN4,0.024615414
ANKRD49,0.024615131
E2F4,0.024614746
SOD1,0.024614291
SHARPIN,0.024614125
SSBP1,0.024613986
ZNF773,0.024613857
MBD2,0.02461274
ZNF564,0.02461222
IPMK,0.024611775
ZFAND1,0.024611741
USP18,0.024611104
AGA,0.024611004
IRF9,0.024610782
FAM98A,0.024610396
RNF8,0.024610315
ZNF276,0.024609802
CLK4,0.02460908
SPDYE3,0.02460778
RABL3,0.024604706
C10orf54,0.02460456
RNF146,0.02460338
IRAK4,0.024602465
SNAPIN,0.024602251
PON2,0.024602018
IK,0.024601908
PTK2B,0.02460067
ARF5,0.024599116
ZNF34,0.024598816
DYNC2LI1,0.024598727
ZNF136,0.024598299
THAP11,0.024598159
CBX8,0.02459805
ZDHHC20,0.024596967
ABCA12,0.024596449
ZNF607,0.024596116
NPC1,0.024595736
FCN1,0.024595609
SNAI2,0.024594568
REV3L,0.024593951
REST,0.024593735
EVL,0.024592051
HSD17B7,0.024591897
PRRC2C,0.024591317
NECAP1,0.024590684
BCAP29,0.024590144
SIVA1,0.024589501
FMO3,0.024588827
TMTC3,0.02458811
LMBRD2,0.024588019
ZNF618,0.024586925
FASTKD3,0.024585761
SLC37A3,0.024584541
C11orf96,0.02458453
ZRSR2,0.02458432
TWF1,0.024584092
RLF,0.024583926
SEC24D,0.024583528
SPAG5,0.024583071
PRSS12,0.024582947
TONSL,0.024582416
PLEC,0.024582349
LAMP1,0.02458137
MRPL27,0.024581201
LPXN,0.024580948
KRT8,0.024580516
PPTC7,0.024580361
RNF217,0.024579192
ABCC9,0.024579009
ASAH1,0.024578534
KIAA0196,0.024577929
KBTBD2,0.024577774
FOXK1,0.024577137
STUB1,0.024576878
ZNF443,0.024576195
PTPN2,0.024576098
UGP2,0.02457571
RAB12,0.02457547
AP1S3,0.024575418
CEP63,0.024574101
ST6GALNAC5,0.02457326
ZNF431,0.024573134
THBS2,0.024571754
INO80B-WBP1,0.024571292
ADD1,0.024571216
TMLHE,0.02456976
ZGPAT,0.02456928
MRPS11,0.024569254
TPD52,0.024568316
KLF11,0.024567815
ALDH3A2,0.024567781
GLMN,0.024567733
INTS3,0.024567695
ADAMTS10,0.024567567
STARD4,0.02456644
RP2,0.024566421
ZNF225,0.024565676
RNF26,0.024564229
UGGT2,0.024564132
KIAA1715,0.024562588
PAPD4,0.024562448
KIFC3,0.02456209
GALNT4,0.02456149
NOD2,0.02456145
PRRX1,0.024561256
PRKACA,0.024560677
FAM195A,0.024560535
RPL6,0.02456035
CTDSP1,0.024558906
RAB36,0.024558343
SRFBP1,0.024557473
ZNF782,0.024557117
LONRF3,0.024556633
PPM1A,0.024556598
IGF2BP3,0.024556397
FAM110A,0.024556369
PPP4R2,0.024556246
ICAM2,0.024556214
SSC5D,0.024555957
PABPC4,0.024555955
EGR1,0.024554394
HNRNPL,0.024553921
IL15,0.024553197
RSAD1,0.02455184
MRPL13,0.024551576
PCTP,0.024550347
LDB1,0.024549901
TTLL1,0.024549255
LLGL2,0.02454877
HNRNPM,0.024548698
KCTD18,0.024548566
TMEM87B,0.024548493
ZNF470,0.024548093
AEBP2,0.024548065
EIF2B4,0.02454783
RAB18,0.024547694
RASSF1,0.024545878
CHAF1B,0.024545826
GNE,0.024544282
RFWD2,0.024543853
ZNF14,0.024543464
COMMD8,0.024543395
FOXA1,0.024541587
ZNF750,0.024541484
HP,0.024541112
CDIPT,0.024540287
VPS37B,0.024539998
RNF111,0.024539437
PSEN2,0.02453931
IWS1,0.024539083
RGS5,0.02453891
ZNF548,0.024538876
CSGALNACT1,0.024538513
LMNA,0.024538422
HOXB3,0.024538234
ANKRD40,0.024538076
B9D1,0.024538072
LDLRAP1,0.02453753
MRPS23,0.024537217
ETNK2,0.02453678
SEMA4C,0.024536235
HNRNPH3,0.024535567
TTC3,0.024535181
CLDN23,0.024533799
IL18R1,0.024532061
DOHH,0.024532052
PRKAR1A,0.024530588
LEPR,0.024528269
C21orf119,0.024528261
COX6C,0.024527948
ZNF846,0.02452764
MRPL38,0.024527116
TMEM167A,0.024524925
C4orf27,0.02452346
KLF12,0.024523012
APPL1,0.024522545
LOXL4,0.024522128
SCAP,0.024522016
SH3BP5L,0.024521738
CNOT1,0.024520578
GPR65,0.024519566
STAG3,0.024519354
ALDH1A3,0.024519227
SLC25A15,0.024518287
SIGLEC9,0.024517778
WDHD1,0.024516433
LXN,0.024516428
RAB28,0.02451551
ASL,0.024514766
BBS2,0.024513729
SLC44A3,0.02451304
SMARCA5,0.02451277
TRNP1,0.024512298
PANK4,0.024511835
CCDC50,0.024511375
PPP1R16B,0.024511188
B3GNT2,0.024510141
TOMM22,0.02451
FMO5,0.024509778
GBP3,0.024508586
UBE2F,0.024508106
HM13,0.024507992
COPZ1,0.024506938
TBCD,0.024506599
MAX,0.0245065
ZNF282,0.024506154
BRPF3,0.024505101
ZNF579,0.024503313
URB1,0.024502395
PPIA,0.024502255
C9orf84,0.024502069
HGSNAT,0.024501914
TMEM107,0.024501214
YAP1,0.024501082
PPA1,0.024500843
ZBTB7A,0.024500843
CASKIN2,0.024500096
PYCRL,0.024499306
MRPL48,0.024499267
CRNDE,0.024499262
INTU,0.024496917
CAPZA2,0.024496233
SAFB,0.024496075
PDIA5,0.024495263
NBEAL1,0.024494646
C17orf80,0.024494262
LSP1,0.024493992
DKC1,0.024493776
CORO1A,0.0244937
MRM1,0.02449319
GNS,0.024491945
REXO2,0.024491921
TEX9,0.024491576
BCAR3,0.024490744
ATP8B2,0.0244905
PMS2P3,0.02449021
SLC35D1,0.024489485
C1orf86,0.024489254
HAUS2,0.02448892
ZSCAN30,0.024487412
ZNF589,0.024486953
MYO5B,0.024486504
SDHB,0.02448514
SETD3,0.024485113
ATP5D,0.024485057
EP400NL,0.024484837
BLVRA,0.024484754
HINFP,0.024484389
ERP29,0.024483772
RNF123,0.024482802
LZTFL1,0.024482012
ZSWIM7,0.024481801
PELO,0.024478834
EIF3M,0.02447808
AQP3,0.024477888
CRYZL1,0.02447783
TTC13,0.024475815
ABCC5,0.024475541
ZDHHC16,0.024475181
MNDA,0.024474852
CYP2S1,0.024474794
WDR92,0.024474353
PIGO,0.02447417
METRNL,0.024473794
SRP14,0.024472842
ZNF619,0.024472086
ZNF621,0.024471907
CNN1,0.024471559
RND3,0.024471292
PALLD,0.02447069
LENG8,0.024470575
PAPD5,0.024470575
LAMA5,0.024470465
SEMA5A,0.024470214
CNPY4,0.02446961
PAPOLG,0.024469461
HNRNPU,0.024469398
LTBP4,0.024469387
WDR25,0.02446922
DSN1,0.024468929
ZNF551,0.02446891
TAF1D,0.02446868
ZNF501,0.02446863
HOMER3,0.024468003
KLHL2,0.02446735
PGM1,0.02446731
HAUS4,0.02446717
GIMAP7,0.024466783
ATP2A2,0.024466239
GTPBP3,0.024465432
B4GALT2,0.02446524
RERE,0.024465175
S100B,0.024465067
CIC,0.024464725
FAM120C,0.024464041
FBXL3,0.02446381
GBP4,0.0244633
TXNDC16,0.024463175
EXOC4,0.024461858
COTL1,0.024458801
MED17,0.024458729
PRKCE,0.024458453
HIPK3,0.02445784
RWDD2B,0.024457539
SOCS1,0.024456864
PLEK2,0.02445683
ZNF70,0.024456328
SLC35F2,0.024455909
NPEPPS,0.0244558
TMEM220,0.0244554
DHX36,0.024454143
MTMR14,0.024453977
LHFP,0.024453638
CSNK1G2,0.024453523
PDGFD,0.024452206
ZNF701,0.024452144
SSFA2,0.024451936
C9orf114,0.024450568
APBB3,0.024450429
PAPLN,0.024450218
PPP1R1B,0.024450105
XYLB,0.024449743
CEP350,0.024448542
SLC15A3,0.024448486
GLYCTK,0.024447678
INPP5A,0.024447508
CD40,0.024447419
KCNK6,0.02444733
CAPS2,0.024446404
SEC61B,0.024446378
CECR1,0.024445944
TSPAN5,0.024445146
CSNK2A1,0.024443462
PRKAB1,0.024443408
MED25,0.024442926
NUDT4,0.024442319
MBNL2,0.024441453
PCMTD1,0.024441041
UNC45A,0.024440803
IFITM2,0.024439948
SLC16A1,0.024439665
PLA2G16,0.024438586
C2orf47,0.024437664
ZNF704,0.02443743
SCAMP3,0.024436954
SORCS2,0.02443692
ZNF699,0.024436353
DTNA,0.024435675
TIMM8A,0.024435213
GCDH,0.024434973
SCOC,0.024434485
ZNF354B,0.024434121
STK4,0.024433697
WRAP53,0.024433583
ZNF546,0.024432488
CTSF,0.024432309
ABCC10,0.024430415
ZNF558,0.024429524
TRRAP,0.024428783
GATA2,0.02442868
ST6GALNAC2,0.024427652
PRPF39,0.024427569
KIAA1211,0.024427325
THSD4,0.024427297
PLOD1,0.024427213
CAPZB,0.02442523
DENND5A,0.0244238
LEPREL1,0.024423601
PDS5B,0.024422936
DPYSL2,0.024422886
C17orf59,0.024421802
IQCG,0.02442157
INS-IGF2,0.024420498
CAV1,0.02442028
PLEKHH3,0.024419693
NOSIP,0.024418794
ERP44,0.024418715
FUT11,0.024418622
PROSC,0.02441859
ZNF670,0.024418442
DDX10,0.024417967
TAF9B,0.024417853
GFPT1,0.024417775
LPCAT3,0.024416931
QSOX1,0.024416713
KLF5,0.024416458
KCNK1,0.024416173
TRAM2,0.024415934
CBLC,0.024415264
LOC339803,0.024414979
ACPP,0.02441441
NCAPG2,0.024414292
FAM53C,0.02441323
ATG10,0.02441315
PDPR,0.024411706
EIF4A2,0.024411261
CHST7,0.024410922
RPAIN,0.024410846
RAP2B,0.02440988
LIN52,0.02440852
TTC28-AS1,0.024408342
FAM122C,0.02440813
C4orf3,0.024407111
SNRPD1,0.024406835
ZNF335,0.024404291
CLEC7A,0.024404084
TBC1D1,0.024403278
SLC17A9,0.024402617
SPPL2A,0.024402432
ZNF493,0.02440156
SPATA18,0.024401464
RPS27,0.024400752
GRIP1,0.024400117
OAF,0.024399959
CAT,0.024399342
SLC35C2,0.024398895
TOP2A,0.024398774
OGFOD1,0.024398655
INPP5K,0.024398232
XRCC4,0.024396675
WASH3P,0.024396656
SH2B1,0.024396181
LLPH,0.024395822
SH3GLB2,0.024395455
SCIN,0.02439542
GABPB2,0.024394482
ZNF713,0.024394426
LAMB2,0.024394136
WDR48,0.024394033
PFDN4,0.024394006
RHOB,0.024393724
EIF2AK3,0.024393318
RBM14-RBM4,0.024393072
ZNF791,0.024392111
PRMT7,0.024392009
ZNF706,0.024391346
ZNF785,0.0243911
PITPNC1,0.024390431
HIF1A,0.024390152
CASP6,0.024390023
DZIP1L,0.024387509
COMMD7,0.024387272
ARSK,0.024386715
DHRS11,0.024384774
GBF1,0.024384052
ATG7,0.024383662
HNRNPA1L2,0.02438117
NAP1L1,0.02438093
PIGT,0.024380801
LENG1,0.024380565
POSTN,0.024378894
GSTA4,0.024378732
YTHDF2,0.024377316
RENBP,0.024377218
PRDM2,0.024376152
BHLHE41,0.024375914
F8,0.024374714
SLC2A9,0.024374481
BRCC3,0.02437374
TMOD1,0.02437345
CENPT,0.024373343
RGMB,0.024373082
HDAC2,0.024371618
MAN2B2,0.024370471
GABARAP,0.024370436
LFNG,0.024368929
RANBP2,0.024368532
PRPF40B,0.024368338
KIAA1549,0.0243676
STYK1,0.024367368
SVIL,0.024365665
PPIP5K2,0.02436555
OLFML2A,0.02436507
TM2D2,0.02436486
ARL3,0.024364859
GUSBP4,0.024364468
AFF4,0.024363838
DGKZ,0.024363562
SNORA47,0.024363156
CHMP7,0.024361383
CALML4,0.024361381
URGCP-MRPS24,0.024361141
NYNRIN,0.024360904
ALPL,0.024360003
UBE2I,0.024357334
ARHGAP10,0.024354054
STAMBP,0.024353616
ALDH5A1,0.024353325
MLLT3,0.024352368
CCNT1,0.02435141
EGFL7,0.024351127
CCDC64B,0.024350408
CMYA5,0.024350166
MAP2K3,0.024349978
PAWR,0.02434922
TTLL12,0.024348825
CBR1,0.024348645
RALGAPA2,0.024348224
PTGS2,0.024347972
ARFGAP2,0.024347337
TERC,0.02434551
SMC5,0.024345165
KCTD13,0.024345044
EIF1,0.02434501
SNUPN,0.024344623
HS6ST1,0.024344604
RALB,0.024343563
MRPL28,0.024343343
ECT2L,0.024342893
LSM10,0.024342619
ZNF697,0.024341699
XRRA1,0.024341382
MAGT1,0.024341227
TIMM23,0.024341116
OGN,0.0243409
NKAP,0.024339685
GGCX,0.02433876
TYW3,0.024337739
NF2,0.024337044
PTPDC1,0.024336586
SYNJ1,0.024335759
TBC1D8B,0.024335114
GPC1,0.024333965
C5orf24,0.024333844
SMC6,0.024333622
CASP4,0.024332788
BUB1B,0.024332363
GTF2F2,0.0243314
BRWD1,0.02432988
TM7SF3,0.024329552
COPA,0.024327489
ZNF761,0.024327187
ANKRD11,0.024326794
HSBP1,0.02432592
LBR,0.02432573
CPEB2,0.024323909
SRP54,0.02432368
EEFSEC,0.024323266
ST3GAL1,0.024323031
ESYT2,0.024323018
MON2,0.024322154
CBL,0.024322005
TMEM135,0.02432171
L3MBTL1,0.024321353
FOXK2,0.024321308
SAP30BP,0.024320282
ZFP30,0.024319312
E2F5,0.024319297
SLC35E3,0.024318341
KRT80,0.024318181
TRADD,0.024317406
KANK2,0.024317255
CSAD,0.024317214
ZMPSTE24,0.024315957
VIM,0.024315888
ADRBK2,0.024315486
ID3,0.024314433
TMEM132A,0.024314405
SLC30A7,0.024312494
GCNT3,0.024312489
AZIN1,0.024311533
DHX8,0.024309361
MTMR3,0.024309268
FKBP15,0.02430857
CSNK1A1,0.024308007
CHERP,0.024307577
WWP2,0.024307376
FAM109A,0.02430725
ARG2,0.02430711
ISOC2,0.024306646
GUF1,0.024305709
USP21,0.024305316
DDB2,0.024305003
C21orf2,0.024304392
MFRP,0.024303798
HMGN4,0.02430283
C1orf85,0.024301179
CLIP2,0.02430105
AOC3,0.024301006
TNIP2,0.024300804
FBXO33,0.024299776
RAPGEF6,0.024299517
CLP1,0.024298582
PCYOX1L,0.024298081
AFAP1L2,0.024297366
PTOV1,0.024296762
NRBP1,0.024295893
SLC35E2,0.024295459
VPS29,0.024294782
ZNF615,0.0242945
RNASE1,0.024294414
ZNF250,0.02429379
PDE12,0.024293572
SNX9,0.02429323
CYP27A1,0.024292294
CP,0.024292145
FBLN5,0.02429154
TSPAN31,0.024291247
MKRN2,0.02429107
MFAP2,0.024290856
PI4K2B,0.024290653
TCEAL4,0.024290172
GSTZ1,0.024289364
OXA1L,0.024288068
GPNMB,0.024287192
PTPRK,0.024286851
TPSB2,0.024285797
RANGRF,0.024285235
IQCB1,0.024284888
FAM49A,0.024284473
P2RY1,0.024284318
ZNF154,0.024283512
PIK3CD,0.024283076
MXRA5,0.024282016
THEMIS,0.024281938
AUH,0.024281595
METTL16,0.024281472
KCTD10,0.024281181
ABCA1,0.02428116
OSBPL10,0.024281146
NOL12,0.024280915
LOC284837,0.02428087
SLCO2B1,0.024279155
SFT2D2,0.02427808
KIAA1524,0.024277577
ADO,0.024277264
RBBP7,0.024276424
SCARNA5,0.02427622
RILPL2,0.024274863
NR6A1,0.024274284
PIGR,0.024273995
PMF1,0.024273768
TNFRSF1A,0.024273733
ATAD3A,0.024273029
VPS4A,0.02427281
OSBPL8,0.024272563
STAG1,0.02427168
ZNF37A,0.024271483
MTHFR,0.02427014
CD5,0.02426993
DCDC2B,0.024269812
AAMP,0.024269313
NMT2,0.02426925
SPNS1,0.024269102
YKT6,0.024267722
ARHGEF18,0.024266716
SLC18A2,0.024266625
MAGI2,0.024266409
TMEM206,0.024266394
CD55,0.024266059
C12orf10,0.02426363
QPCTL,0.024263464
CDCP1,0.024262823
SAP18,0.024262045
3-Mar,0.024261914
FAM134B,0.024261834
FAM193B,0.024261273
SPDYE1,0.024261234
ERLEC1,0.02426003
TATDN2,0.024258351
G6PC3,0.024258155
MED16,0.02425815
PEA15,0.024257623
MPST,0.02425754
DNAJC13,0.024257272
TMEM199,0.024257073
ISCU,0.024257071
C9orf85,0.024256947
CHAC2,0.02425661
RPS6KA5,0.024256267
TIE1,0.024255756
ADIPOR2,0.024254529
LCN2,0.024253516
RPL34,0.02425267
HEATR6,0.024252214
SSR1,0.024252158
CA13,0.024250504
SSU72,0.024250219
AP3D1,0.024249306
SHANK2,0.024249226
FEM1A,0.024248365
PIGW,0.02424824
USF1,0.024248114
CCDC7,0.02424673
SLC9A3,0.024245942
REPS1,0.02424551
FEN1,0.02424538
PHF14,0.024244906
IFT81,0.024244698
GTF3C5,0.024244636
CCNG1,0.02424329
AIP,0.024242727
NEK8,0.024242524
NSUN5P1,0.024242405
SCGB3A2,0.024242247
ST3GAL5,0.024242034
MEOX2,0.024241842
ISG20L2,0.024241455
ZNF565,0.024241304
TTC17,0.024240412
ATP5J2-PTCD1,0.02423965
MYBBP1A,0.024239173
C17orf103,0.024238357
MYBL2,0.024238342
DNAH7,0.024238078
ME3,0.024237204
PLEKHM3,0.024236642
BANF1,0.02423647
TK2,0.02423604
SYNGR2,0.024234973
ZBTB25,0.024234813
KLHDC4,0.02423453
ZNF79,0.024234446
TRIM13,0.024234444
ACOT11,0.024234265
TMPRSS4,0.02423394
ASTN2,0.024232391
ZNF530,0.024231486
ZFP62,0.024229437
LMOD1,0.024229335
IVNS1ABP,0.024228668
KRT10,0.024228483
BPNT1,0.024228135
UBL7,0.02422751
PPM1H,0.024227135
TMEM170B,0.024225742
FUT10,0.024225682
CDC34,0.024225628
CTNNA1,0.024225613
TNFAIP2,0.024225242
MORC4,0.024224998
ZNF562,0.024224821
SMYD4,0.02422324
TMEM176B,0.024222963
TP53I3,0.024222381
BCL2A1,0.024221798
IFI30,0.024221636
HIST1H1E,0.024221621
BCAP31,0.024221519
HVCN1,0.024220914
ARL1,0.024220737
ALOX5AP,0.024219597
EDC4,0.024219587
SLC29A2,0.024219513
TMED8,0.0242188
RABAC1,0.024218557
EIF2B3,0.024215406
CCL5,0.024214054
NEK9,0.024214042
ZC3H8,0.02421394
RAB8A,0.024213577
SPECC1,0.024213515
CCDC122,0.024213437
MCRS1,0.024211839
ZNF19,0.024211792
SLC25A14,0.024211675
AP3S1,0.024210256
CHMP1B,0.024210185
ECE2,0.024208661
MPHOSPH6,0.024208251
GTF2B,0.024207778
ZBTB11,0.024207713
NPL,0.02420739
YDJC,0.024206873
MAPRE2,0.024205802
PLCL2,0.024203928
HCFC1R1,0.024203654
CHMP4A,0.024203299
RNASEH2B,0.024202973
POLR1C,0.024202278
PIGH,0.024201473
MARVELD1,0.024201276
FLJ31306,0.024199992
RRP9,0.024198057
NUDCD1,0.024197213
FBXL12,0.02419686
RSBN1,0.024196537
RBM14,0.024196515
CEPT1,0.02419547
IL1RN,0.024194203
MICALCL,0.024193646
RBMS1,0.024193058
OGDH,0.024192097
CANX,0.024188135
C5orf56,0.0241865
VAMP2,0.024186483
L3MBTL2,0.02418529
CCDC43,0.024184138
MAP2K5,0.024183597
ABHD12,0.024183504
NENF,0.024183124
RUSC2,0.024182448
CHKA,0.024181958
EXD2,0.024181612
ISM1,0.024181597
IAH1,0.024181368
ERI1,0.024180045
ERICH1,0.024179349
PPP1R2,0.024178872
ATG13,0.024178654
GLG1,0.024178602
NFRKB,0.024176566
RTN1,0.024175972
HMBOX1,0.024175523
YIPF2,0.024175406
PLBD2,0.024174925
MDFI,0.024174295
PVR,0.024174243
TMEM134,0.024173625
PLEKHO2,0.024171473
ZBTB20,0.024171384
MINK1,0.024170272
NNT,0.024169894
STAT6,0.024169559
KRCC1,0.024169555
TBC1D23,0.02416905
ACTR10,0.024167813
MTA3,0.024167651
TP53BP2,0.024167355
SEC16A,0.024167208
P2RY2,0.02416632
NIPAL2,0.024164192
LATS1,0.024164088
ZNF793,0.024163444
PGPEP1,0.024162017
GLI4,0.02416158
PSD4,0.024161398
EID2,0.024160871
STARD7,0.024160655
PEPD,0.024160653
STX16-NPEPL1,0.024160514
SLC29A1,0.024160506
B3GALT6,0.024160415
CHMP5,0.02416041
PRDM6,0.024160383
CLDN3,0.024160301
EARS2,0.024159797
SLC35A5,0.0241597
TEP1,0.024159065
MAD2L1BP,0.024158627
WDR76,0.024158275
AIFM1,0.024157383
MED22,0.02415722
UBR7,0.024157085
PTGIS,0.024156995
HYLS1,0.024156958
NOTCH3,0.02415682
CYP3A5,0.024156686
ZNF398,0.024156224
RPL11,0.02415594
TRMU,0.024154425
SH3BP4,0.02415431
TTC30A,0.024153713
FAM126B,0.024153236
VKORC1,0.024152957
CD97,0.024152791
ATE1,0.024151715
ZNF200,0.024150856
RAD23A,0.024150677
IL17RB,0.024150165
WDR73,0.024149774
DIP2B,0.024148943
SLC25A17,0.024148922
TGFBR1,0.024148514
DMD,0.024147918
OSBPL7,0.024147026
LOC100131564,0.024144998
SSH1,0.024144294
HSPA9,0.024144052
TMEM173,0.024143692
CNOT6L,0.02414366
NMNAT1,0.024143498
KCTD2,0.024143334
ZNF605,0.024142604
VCP,0.024142135
IMPDH2,0.024141561
MRPL55,0.024140082
RIMKLB,0.024139883
DIDO1,0.024139252
EVC2,0.024138998
HSPB8,0.024138505
ALX3,0.024137864
BMPR1A,0.024137126
ZNF268,0.02413552
ILVBL,0.024133684
MRI1,0.024133038
ZNF552,0.024132876
CCDC18,0.024129659
PTK7,0.0241296
ZDHHC11,0.024128322
FOXJ2,0.024127038
LOC100506710,0.024126282
SSBP4,0.024125466
PARL,0.024125095
ZNF234,0.024124572
FBXL5,0.024123752
RHEB,0.024122816
COQ9,0.02412177
ITPR1,0.024118574
PLEKHG4,0.024118153
GRAMD3,0.024117142
ATP8A1,0.024116907
ZC3H12A,0.024115711
PNKP,0.024115087
ELOVL7,0.024114983
MAN1B1,0.024114875
PIM1,0.024114795
TASP1,0.024114132
RHOBTB3,0.024112971
CENPH,0.02411209
EIF4E3,0.024111785
CAMKMT,0.024111267
ZNF35,0.024110923
SEC11A,0.024110511
SRPX2,0.024110438
LCMT2,0.024106858
CBWD1,0.02410685
MIER3,0.024105398
PLEKHA7,0.024104832
PIP4K2C,0.024103802
SFTA3,0.024103671
